Startup Name,Impact Statement,Description,Website,Primary SDG,Additional SDGs,Type of Innovation,Target(s),Indicator(s),Direct / Indirect Impact,Industry,Focus Area,Business Model,Customer,Location of Impact,Circular Value Chain,Maturity (new),Funded,Funding Round,Funding amount ($),Funding category,Last funding date,Country Cat. / Market,Country,City,Founded,Employees,Logo,Deadpooled,Investor,No Tracxn,Orange?,Source,Complete,Checked,Relevance,To Include,Hero,Comments,Year Score (0.4),Funding Score (0.6),Employee Score (0),Total Score,Maturity,0.4,0.6,0,Text to no.conversion,Logo,Seeking funding,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,,
Adventure Club,,"We care about people, society and the environment. Our goal is to create good, meaningful and delightful products that improve the world around us.<br><br>We are a club of curious people exploring and venturing the new horizons to create measurable value to our clients and for the community. Our approach is a mix of human-centered design, business thinking and experimenting and we firmly believe in the product led digital transformation.<br><br>We prefer to work bottom up in building fast prototypes to test and trial with end-users and clients.<br><br>We use our resources to create positive changes that address social challenges. Impact Club themes are a subset of the UNs Sustainable Development Goals: wellbeing, sustainable consumption &amp; combating the climate change.",https://adventureclub.io,SDG 12: Responsible Consumption and Production,,Process,,,Direct,Others,,B2B,,Growth and expansion,Design,Nascent,Yes,Seed,,,,Developed markets,Finland,,2015,11-50,,,,,,The Hub,FALSE,FALSE,,TRUE,FALSE,,0.5,0,1,0.2,Nascent,,,,0,,Currently not looking for funding,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,TRUE,  ,  ,  ,  ,  ,SDG 12: Responsible Consumption and Production,
Kide Science,,"Kide Science helps 3 to 8 year-old kids get excited about the natural sciences through play-based learning, storytelling and dramatic arts. <br><br>Our proven pedagogical methods are based on rigorous academic research conducted at the University of Helsinki, Finland. Our pedagogical approach is supervised by Jenni Vartiainen, who is a leading researcher in the field of play-based science education.<br><br>Learning scientific thinking in early childhood predicts better learning outcomes in school. We support children&rsquo;s scientific thinking through play-based learning.<br><br>Kide Science was born through years of academic research done in Finland, where we developed our play-based STEAM concept for 3&ndash;8-year old children.",https://kidescience.com,SDG 4: Quality Education,,,,,Direct,,,B2B,,Growth and expansion,,Nascent,Yes,Seed,,,,Developed markets,Finland,,2017,1-10,,,,,,The Hub,FALSE,FALSE,,TRUE,FALSE,,0.5,0,1,0.2,Nascent,,,,0,,Currently not looking for funding,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,TRUE,  ,  ,  ,  ,  ,SDG 12: Responsible Consumption and Production,
Wuudis Solutions Oy,,"Easy-to-use IT Solutions for Forestry.<br><br>Our starting point is that the forest owner knows the state of his forest property and the measures taken against it, and the implementers know the state of the forest owner. With the help of Wuudis, forest operators manage the client&apos;s forest assets in a comprehensive and transparent manner, respecting the will and vision of the forest owner.<br><br>Clear and easy terrain applications for mobile devices are our core competencies. Through the agile and user-friendly application services, we are agile to transfer our accumulated knowledge over the years.<br><br>Wuudis is growing and evolving. You can be part of the new functionality produced by our agile software development team and released at regular intervals.",http://wuudis.com/,,,,,,Direct,,,B2B,,Growth and expansion,,,,Pre-seed,,,,Developed and emerging markets,Finland,,2005,1-10,,,,,,The Hub,FALSE,FALSE,,FALSE,FALSE,,,,,,,,,,,,Looking for funding,,  ,  ,TRUE,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,SDG 4: Quality Education,
Mapple,,"Mapple&rsquo;s urban intelligence software helps urban planners, real estate investors and developers use location data to evaluate and plan new developments. We apply multiple data sets from demographics and people flows to housing trends and serviceability to provide instant insights on investment potential.<br><br>Why are we doing so? Every week 1.5 million people move to the cities. Municipalities and real estate industry have to work together to develop efficient infrastructure, housing and system of services that will increase livability while significantly reducing the impact on climate. Together with Finnish cities and urban planners, we developed data driven tools to understand how cities function and transformed them into an easy to use software to help cities and real estate companies with their everyday challenges.",http://mapple.io,SDG 12: Responsible Consumption and Production,,,,,Direct,,,B2B,,Product or prototype,,,,Pre-seed,,,,Developed markets,Finland,,2018,1-10,,,,,,The Hub,FALSE,FALSE,,FALSE,FALSE,,,,,,,,,,,,Looking for funding,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,TRUE,  ,  ,  ,  ,  ,SDG 12: Responsible Consumption and Production,
Spark Sustainability,,"Spark Sustainability enables and inspires people to make climate-friendly choices in everyday life. We give you science-based facts on greenhouse gas emissions, and show you the huge impact our actions have when we combine our efforts. But most of all, we show you that taking climate action isn&rsquo;t about giving up on things, it&rsquo;s about improving quality of life.<br><br>We envision a world in which personal climate action drives business decisions, political agreements and technological advancement to stop climate change. Spark is building a bridge between conscious consumers and companies so that we can create this world together and mitigate one heck of a lot of emissions in the process.",https://sparksustainability.com/,,,,,,Direct,,,B2B,,Growth and expansion,,,,Seed,,,,Developed and emerging markets,Finland,,2017,1-10,,,,,,The Hub,FALSE,FALSE,,FALSE,FALSE,,,,,,,,,,,,Currently not looking for funding,,  ,  ,  ,  ,  ,  ,  ,  ,  ,TRUE,  ,  ,  ,  ,  ,  ,SDG 11: Sustainable Cities and Communities,
Mesensei,,"Let us help you to increase the value of participation for your members and the impact of the community as a whole! <br><br>Building a strong and engaged community is not an easy task. Community design looks into how the community should be structured to increase the value of participation for its members and the impact of the community as a whole. Our community design tools and methodology are trusted by private and public institutions alike. With Mesensei platform, organisations can get a branded mobile app to engage directly with their community - their contacts - in their own space, while retaining control over the data and seamless brand experience.<br><br>Mesensei platform offers a range of core features needed in the most communication and community orientated mobile solutions from user registration, profile creation, access rights management, admin tools to real time communication across the different mobile platforms. Mesensei platform cuts down costs of mobile app development and reduces deployment time.",http://www.mesensei.com/,SDG 12: Responsible Consumption and Production,,,,,Direct,,,B2C,,Go to market,,,,Pre-seed,,,,Developed markets,Finland,,2016,1-10,,,,,,The Hub,FALSE,FALSE,,FALSE,FALSE,,,,,,,,,,,,Looking for funding,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,TRUE,  ,  ,  ,  ,  ,SDG 12: Responsible Consumption and Production,
Fiksuruoka.fi,,"Fiksuruoka.fi (Smart Food Ltd) is a Finnish startup that challenges traditional grocery market by selling surplus batches of food with large discounts in web store. The products are shipped all around Finland and the main goal is to reduce food waste that originates from mistakes in demand forecasting, changes in packages or short best before dates. Visionary business model combined with high expertise in digital marketing, growth hacking, procurement optimisation and service design have been keys for rapid growth. <br><br>Fiksuruoka.fi offers an easy way for suppliers to sell their surplus batches and makes sure that the products end up to the end customers with a cost effective way. Suppliers save time and effort by selling the products as one big patch and that leaves more time to the profitable business of selling normal priced products. Fiksuruoka.fi has already obtained a large supplier base that ensures steady stream of surplus products and large selection of products.",https://www.fiksuruoka.fi/,,,,,,Direct,,,B2B,,Growth and expansion,,,,Pre-seed,,,,Developed markets,Finland,,2016,1-10,,,,,,The Hub,FALSE,FALSE,,FALSE,FALSE,,,,,,,,,,,,Looking for funding,,  ,  ,  ,  ,  ,  ,  ,  ,  ,TRUE,  ,  ,  ,  ,  ,  ,SDG 11: Sustainable Cities and Communities,
Someturva,,"SomeBuddy (Someturva in Finland) is an AI assisted digital legal service. <br><br>With SomeBuddy anyone who has encountered bullying, abuse or threats in social media can report it easily and get SomeBuddy survival kit with legal advice and psychological first-aid customized to their specific needs. <br><br>Our product is unique solution to the most topical problem of our time aiming to provide access to justice to all social media users globally. <br><br>Protect your loved ones with SomeBuddy now!",http://www.someturva.fi,SDG 12: Responsible Consumption and Production,,,,,Direct,,,B2C,,Growth and expansion,,,,Pre-seed,,,,Developed markets,Finland,,2017,1-10,,,,,,The Hub,FALSE,FALSE,,FALSE,FALSE,,,,,,,,,,,,Looking for funding,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,TRUE,  ,  ,  ,  ,  ,SDG 12: Responsible Consumption and Production,
SpinDrive,,"Our passion is to push energy efficiency to the maximum level and promote oil-free solutions in various industries. Therefore we help customers to significantly increase their solutions&rsquo; system efficiency, reduce material consumption and minimise maintenance costs. We provide design and prototyping of the high-speed electrical drivetrains supported by frictionless magnetic bearings. In a serial production, we provide active magnetic bearing systems. SpinDrive&rsquo;s solution lowers the customer&rsquo;s lifecycle costs by 35%.<br><br>How? SpinDrive provides design and prototyping of the high-speed electrical machines and serials production of active magnetic bearing systems. SpinDrive reduces energy losses in the machine by half. For a 500-kW unit, this solution mitigates 200 tons of CO2 emissions annually, which is equivalent to 2,000 barrels of oil burnt and enables 2-year payback time. <br>An active magnetic bearing levitates the rotational part of the machine, eliminating mechanical friction. It enables 20 years of maintenance-free operations. SpinDrive is completely oil-free, which allows Original Equipment Manufacturers (OEM) customers to enter rapidly growing markets and ensure an alignment with a contaminant-free environmental strategy.",http://www.spindrive.fi/,,,,,,Direct,,,B2B,,Product or prototype,,,,Pre-seed,,,,Developed markets,Finland,,2015,1-10,,,,,,The Hub,FALSE,FALSE,,FALSE,FALSE,,,,,,,,,,,,Looking for funding,,  ,TRUE,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,SDG 3: Good Health and Well-being,
Lifeclass,,"Lifeclass has created a video-based online course on depression. The course is created together with Finland&apos;s leading mental health professionals. The modules are built around video interviews of professionals as well as people who have experienced depression &ndash; first hand or in the role of a loved one.
 <br>
 <br>Lifeclass believes a brighter tomorrow is based on understanding. The hiqh-quality videos offer everything that&apos;s needed to understand depression: its symptoms, causes and treatment.
 <br>
 <br>No one should struggle with depression alone. This is why Lifeclass&apos;​ course is made for people who suffer from depression as well as their loved ones.",https://lifeclass.fi,,,,,,Direct,,,B2B,,Go to market,,,,,,,,Developed markets,Finland,,2018,1-10,,,,,,The Hub,FALSE,FALSE,,FALSE,FALSE,,,,,,,,,,,,Currently not looking for funding,,  ,  ,  ,  ,  ,  ,  ,  ,TRUE,  ,  ,  ,  ,  ,  ,  ,SDG 10: Reduced Inequalities,
Health Design,,"We believe that by bringing Health, Design and Technology communities together we can move towards a better future for human wellbeing. Health Design is a yearly event around the ideas improving public and individual health. <br><br>Our goals: 1. Better Healthcare by Design. 2. Making connections that lead to new insights. 3. Design that improves patient life and adds value to Healthcare.",https://www.healthdesign.fi,,,,,,Direct,,,B2B,,Growth and expansion,,,,Pre-seed,,,,Developed markets,Finland,,2015,1-10,,,,,,The Hub,FALSE,FALSE,,FALSE,FALSE,,,,,,,,,,,,Looking for funding,,  ,TRUE,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,SDG 3: Good Health and Well-being,
Rens Original,,"It all begins in the summer of 2017 with a chance encounter in a coffee shop between two sneakerheads. Jesse Tran, with a background in sustainable manufacturing and Son Chu, who began his career in tech working with fashion-heavyweights at Zalando. Their conversation quickly turns into a discussion on fashion and its impact on the environment.<br><br>An idea is formed: make a sustainable sneaker that sneaker enthusiasts actually want to wear.<br><br>The first option the duo came up with was an organic cotton sneaker. A prototype is developed and the new sneaker is dubbed &ldquo;Rens.&rdquo; Originating from a mix of Ren in Swedish meaning &ldquo;clean or unpolluted&rdquo; and Ren stemming from the Confucianist virtue of compassion and benevolence. The cotton sneaker is quickly abandoned. Not sustainable enough. Cotton sneaker idea scrapped. Back to the drawing board. The search for new materials begins! ...back to coffee!<br><br>The founders discovered that a high-tensile thread can be pulled from used coffee grounds creating a material with some very interesting properties: Fast-drying, odor-fighting, best sneakers-material-on-the-planet properties.<br><br>We believe that sneaker enthusiasts deserve eco-friendly fashion that doesn&rsquo;t slouch on features or style.",https://rensoriginal.com/,,,,,,Direct,,,B2C,,Growth and expansion,,,,Pre-seed,,,,Developed markets,Finland,,2017,11-50,,,,,,The Hub,FALSE,FALSE,,FALSE,FALSE,,,,,,,,,,,,Currently not looking for funding,,  ,TRUE,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,SDG 3: Good Health and Well-being,
